GATEADRESSER MED POSTNUMMER -  Kreditering: Erik Bolstad (CC-BY-3.0)
http://www.erikbolstad.no/postnummer/
OBS! Posten gav tidlegare ut gratis gateregistre, men frå 2011 må ein betale fleire titusen i året for å få tilgang til registra. Gatenamna nedanfor er sist oppdatert i mars 2011, og vil ikkje bli oppdatert før Posten endrar politikk.
---
POSTNR	POSTSTAD	GATE/VEG/STADNAMN/ANNA	TYPEKODE	TYPE	BYDEL	KOMMNR	KOMMUNE	FYLKE
4634	KRISTIANSAND S	Justvik	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Jærnes	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Kleivane	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Klepp	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Kostøl	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Lømsland	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Ravnevann	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Rosseland	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Skådane	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Svaland	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Justvik Postboks 4301-4329	4	Postboksadresse		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Ålefjær	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Ålefjærveien 107-471, 96-420	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Buhusheia	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Dalsveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Erkleivveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Erklev	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Grostølveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Justlia	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Justvikbakken	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Jærnesheia	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Jærneskollen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Kalvehagen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Kvasleveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Kvernhusheia	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Skinnerheia	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4634	KRISTIANSAND S	Østre Ålefjærvei	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Berhus	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Bjørndalen Randesund	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Timenes Nedre	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Vigvoll	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Øvre Timenes	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Bamåsen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Berhusveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Bringebærveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Epleveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Fredrik Franssons vei	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Fruktveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Grovikbakken	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Grovikstien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Grovikveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Hånestangen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Hånesveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Havreveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Hveteveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Jordbærveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Kantarellstien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Kirsebærveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Kremlestien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Morellveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Morkelstien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Musseronstien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Nedre Brattbakken	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Nedre Hånes	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Nypeveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Plommeveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Riskestien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Strømsbakken	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Strømsdalen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Timenesveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Topdalsveien 1-23, 2-12	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Vigvollåsen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Øvre Brattbakken	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4635	KRISTIANSAND S	Øvre Strømme	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4636	KRISTIANSAND S	Barstølveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4636	KRISTIANSAND S	Skibåsen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4636	KRISTIANSAND S	Stemmane	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4636	KRISTIANSAND S	Travparkveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4637	KRISTIANSAND S	Kjellevik	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4637	KRISTIANSAND S	Rosenlund	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4637	KRISTIANSAND S	Torsvik	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4637	KRISTIANSAND S	Bliksheia	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4637	KRISTIANSAND S	Elgstien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4637	KRISTIANSAND S	Fuglevik terrasse	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4637	KRISTIANSAND S	Fuglevikkleiva	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4637	KRISTIANSAND S	Fugleviksveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4637	KRISTIANSAND S	Haumyrbakken	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4637	KRISTIANSAND S	Haumyrlia	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4637	KRISTIANSAND S	Haumyrveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4637	KRISTIANSAND S	Kjellevikstien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4637	KRISTIANSAND S	Kjelleviktoppen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4637	KRISTIANSAND S	Knarreviktoppen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4637	KRISTIANSAND S	Nordheiveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4637	KRISTIANSAND S	Nordlia	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4637	KRISTIANSAND S	Søm terrasse	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4637	KRISTIANSAND S	Sømskleiva	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4637	KRISTIANSAND S	Sømslia	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4637	KRISTIANSAND S	Sømsveien 1-109, 2-110	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4637	KRISTIANSAND S	Torsvikkleiva	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4637	KRISTIANSAND S	Torsvikveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4637	KRISTIANSAND S	Vardåslia	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4637	KRISTIANSAND S	Vardåssløyfen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4637	KRISTIANSAND S	Vardåsveien 1-115, 2-140	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Benestad	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Knarrevik	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Korsvik	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Liene	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Rodenes	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Rodenestoppen	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Rona	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Salbustad	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Sommero	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Strømme	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Strømme terrasse	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Torp	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Alvestien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Askeladdveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Bamse Brakars vei	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Bekkedalen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Bukken Bruses vei	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Dvergsnesveien 1-99, 2-98	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Gamle Strømmevei	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Gruvestien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Gudbrandslia	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Huldertun	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Høvågveien 1-199, 2-198	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Knarrevikveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Korsvikgrenda	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Korsvikhaven	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Korsvikkilen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Korsviktoppen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Lian Platå	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Liane Ringvei	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Liankollen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Lianveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Marikollen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Maristien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Rona	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Ronatoppen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Rødhettes vei	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Salbustadveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Snehvitbakken	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Strandåsen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Strømme terrasse	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Strømmeveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Sømsveien 111-slutt, 112-slutt	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Tommelitenvei	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Trollkleiva	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Tyrihansveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Vardåsveien 117-slutt, 142-slutt	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4638	KRISTIANSAND S	Veslefrikkveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Aadnevik	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Bjørnestad	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Buene	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Dolsvåg	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Drange	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Dvergsnes	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Dvergsnestangen	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Eftevåg	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Fidje	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Frikstad	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Holte	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Kirkevik	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Kongshavn	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Kringsjå	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Kvarenes	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Lykkedrang	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Rabbersvik	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Randøyane	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Ringene	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Romstøl	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Rosshagen	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Sodefjed	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Stangenes	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Støle	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Sukkestøl	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Torsøya	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Tømmerstø	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Valsvik	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Vatne	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Vavik	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Vraanes	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Ødegård	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Tømmerstø Postboks 7501-7530	4	Postboksadresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Ådnevikveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Bordalen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Bordalsbakken	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Bordalssløyfen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Buaneveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Butangen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Dolsvågveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Dreggveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Dvergsnesknatten	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Dvergsneskollen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Dvergsnesveien 101-slutt, 100-slutt	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Fidjeåsen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Herøya	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Holteveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Høvågveien 201-slutt, 200-slutt	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Kongshavnveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Kvarenesveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Kystveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Lykkedrangveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Morildveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Mortens vei	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Odderhei	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Odderhei Platå	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Odderhei terrasse	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Odderheisløyfen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Odderheistien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Odderheitoppen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Odderheitunet	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Rabbersstien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Rabbersveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Rosshaven	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Skjærbommen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Stangenesveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Støleveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Sukkestølveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Trossestien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Tømmeråsen	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Tømmerstien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Tømmerstøveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Valsvigveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4639	KRISTIANSAND S	Vavikbakken	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4640	SØGNE		3	Stadnamn med postnummer		1018	Søgne	Vest-Agder
4640	SØGNE	Langnes Postboks 1-30	4	Postboksadresse		1018	Søgne	Vest-Agder
4640	SØGNE	Tånevigveien	6	Gate-/veg-adresse		1018	Søgne	Vest-Agder
4645	NODELAND		3	Stadnamn med postnummer		1017	Songdalen	Vest-Agder
4645	NODELAND	Songdalsvegen 25-slutt, 24-slutt	6	Gate-/veg-adresse		1017	Songdalen	Vest-Agder
4646	FINSLAND		3	Stadnamn med postnummer		1017	Songdalen	Vest-Agder
4646	FINSLAND	Postboks 1-40	4	Postboksadresse		1017	Songdalen	Vest-Agder
4647	BRENNÅSEN		3	Stadnamn med postnummer		1017	Songdalen	Vest-Agder
4647	BRENNÅSEN	Postboks 1-60	4	Postboksadresse		1017	Songdalen	Vest-Agder
4647	BRENNÅSEN	Birkenesvegen	6	Gate-/veg-adresse		1017	Songdalen	Vest-Agder
4647	BRENNÅSEN	Bjørkevegen	6	Gate-/veg-adresse		1017	Songdalen	Vest-Agder
4647	BRENNÅSEN	Bregnevegen	6	Gate-/veg-adresse		1017	Songdalen	Vest-Agder
4647	BRENNÅSEN	Brennåsmoen	6	Gate-/veg-adresse		1017	Songdalen	Vest-Agder
4647	BRENNÅSEN	Brennåsvegen	6	Gate-/veg-adresse		1017	Songdalen	Vest-Agder
4647	BRENNÅSEN	Farvannet	6	Gate-/veg-adresse		1017	Songdalen	Vest-Agder
4647	BRENNÅSEN	Farvannet terrasse	6	Gate-/veg-adresse		1017	Songdalen	Vest-Agder
4647	BRENNÅSEN	Farvannsbakken 23-45, 22	6	Gate-/veg-adresse		1017	Songdalen	Vest-Agder
4647	BRENNÅSEN	Farvannsvegen	6	Gate-/veg-adresse		1017	Songdalen	Vest-Agder
4647	BRENNÅSEN	Furuvegen	6	Gate-/veg-adresse		1017	Songdalen	Vest-Agder
4647	BRENNÅSEN	Granvegen	6	Gate-/veg-adresse		1017	Songdalen	Vest-Agder
4647	BRENNÅSEN	Hasselvegen	6	Gate-/veg-adresse		1017	Songdalen	Vest-Agder
4647	BRENNÅSEN	Koleknibvegen	6	Gate-/veg-adresse		1017	Songdalen	Vest-Agder
4647	BRENNÅSEN	Lindvegen	6	Gate-/veg-adresse		1017	Songdalen	Vest-Agder
4647	BRENNÅSEN	Lyngvegen	6	Gate-/veg-adresse		1017	Songdalen	Vest-Agder
4647	BRENNÅSEN	Lysgårdlia	6	Gate-/veg-adresse		1017	Songdalen	Vest-Agder
4647	BRENNÅSEN	Møllebakken	6	Gate-/veg-adresse		1017	Songdalen	Vest-Agder
4647	BRENNÅSEN	Nesvegen	6	Gate-/veg-adresse		1017	Songdalen	Vest-Agder
4647	BRENNÅSEN	Rosselandsvegen	6	Gate-/veg-adresse		1017	Songdalen	Vest-Agder
4647	BRENNÅSEN	Songdalsvegen 1-23, 2-22	6	Gate-/veg-adresse		1017	Songdalen	Vest-Agder
4647	BRENNÅSEN	Vesterveien 300-slutt, 301-slutt	6	Gate-/veg-adresse		1017	Songdalen	Vest-Agder
4647	BRENNÅSEN	Vollevegen	6	Gate-/veg-adresse		1017	Songdalen	Vest-Agder
4651	HAMRESANDEN	Postboks 1-60	4	Postboksadresse		1001	Kristiansand	Vest-Agder
4656	HAMRESANDEN	Hamresanden	2	Kjend stadnamn		1001	Kristiansand	Vest-Agder
4656	HAMRESANDEN		3	Stadnamn med postnummer		1001	Kristiansand	Vest-Agder
4656	HAMRESANDEN	Balchens vei	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4656	HAMRESANDEN	Båsefjellveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4656	HAMRESANDEN	Ekornveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4656	HAMRESANDEN	Fjellveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4656	HAMRESANDEN	Hamresanden terrasse	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4656	HAMRESANDEN	Hamresandveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4656	HAMRESANDEN	Hausebergveien	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4656	HAMRESANDEN	Monehaven	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
4656	HAMRESANDEN	Moneheia	6	Gate-/veg-adresse		1001	Kristiansand	Vest-Agder
