GATEADRESSER MED POSTNUMMER -  Kreditering: Erik Bolstad (CC-BY-3.0)
http://www.erikbolstad.no/postnummer/
OBS! Posten gav tidlegare ut gratis gateregistre, men frå 2011 må ein betale fleire titusen i året for å få tilgang til registra. Gatenamna nedanfor er sist oppdatert i mars 2011, og vil ikkje bli oppdatert før Posten endrar politikk.
---
POSTNR	POSTSTAD	GATE/VEG/STADNAMN/ANNA	TYPEKODE	TYPE	BYDEL	KOMMNR	KOMMUNE	FYLKE
1169	OSLO	Ljan terrasse	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1169	OSLO	Ljansbakken	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1169	OSLO	Mosseveien 181-279, 180-286	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1169	OSLO	Siksakveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1169	OSLO	Storåssvingen	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1169	OSLO	Storåsveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1169	OSLO	Toppen	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1169	OSLO	Vestlia	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1169	OSLO	Von Øtkens vei	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1169	OSLO	Øvre Ljanskoll vei	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1170	OSLO	Axel Huitfeldts vei	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1170	OSLO	Bjerkelia	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1170	OSLO	Furubråtveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1170	OSLO	Kastellveien 5-slutt, 10A-slutt	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1170	OSLO	Krokkleiva	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1170	OSLO	Mosseveien 170-178	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1170	OSLO	Nordstrand terrasse	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1170	OSLO	Nordstrandveien 1-23, 2-22	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1170	OSLO	Rundingen	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1170	OSLO	Sanatoriebakken	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1170	OSLO	Solveien 55-77, 115-125, 52-62, 116-128	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1170	OSLO	Spiralen	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1170	OSLO	Støttumveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1170	OSLO	Vikingveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1170	OSLO	Vingolfveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1172	OSLO	Mosseveien 130-168	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1176	OSLO	Bernt Knudsens vei 1-27a, 27b, 2-26	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1176	OSLO	Birger Olivers vei	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1176	OSLO	Karlsrudveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1176	OSLO	Kastellhagen	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1176	OSLO	Nordseterstien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1176	OSLO	Nordseterveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1176	OSLO	Nye Lambertsetervei	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1176	OSLO	Nyquistveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1176	OSLO	Ringshusstubben	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1176	OSLO	Ringshusveien 1-27, 2-32	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1176	OSLO	Seterhøybakken	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1176	OSLO	Seterhøyveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1176	OSLO	Smed Kjeldsens vei	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1176	OSLO	Sørlibakken	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1176	OSLO	Utsynsveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1176	OSLO	Vestbrynet 1-17, 2-16	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1177	OSLO	Bekkelagsterrassen	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1177	OSLO	Bekkelagsveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1177	OSLO	Bestemorstien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1177	OSLO	Bjerringbakken	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1177	OSLO	Brattbakken	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1177	OSLO	Ekebergveien 149-191, 146-176	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1177	OSLO	Framveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1177	OSLO	Grottenveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1177	OSLO	Heiasvingen	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1177	OSLO	Holtveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1177	OSLO	Kongsstien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1177	OSLO	Kongsveien 25-slutt, 32-slutt	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1177	OSLO	Midttunveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1177	OSLO	Pareliusveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1177	OSLO	Skjønnhaugveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1177	OSLO	Skogbakken	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1177	OSLO	Slettenveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1177	OSLO	Solveien 1-53, 2-50	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1177	OSLO	Stalheimbakken	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1177	OSLO	Steinhammerveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1177	OSLO	Sørlistien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1177	OSLO	Torsborgveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1177	OSLO	Trikkestien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1178	OSLO	Åsliveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1178	OSLO	Bernhusveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1178	OSLO	Einerveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1178	OSLO	Ekebergveien 101-147, 100-144	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1178	OSLO	Erlandstuveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1178	OSLO	Fredveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1178	OSLO	Grankvisten	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1178	OSLO	Granveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1178	OSLO	Hyggeveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1178	OSLO	Høgdefaret	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1178	OSLO	Kirkeåsveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1178	OSLO	Kirkebakken	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1178	OSLO	Marienlundveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1178	OSLO	Raschs vei 1-33, 2-36	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1178	OSLO	Samvirkeveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1178	OSLO	Sandstuveien 1-19, 2-28	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1178	OSLO	Skogholtveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1178	OSLO	Skogroveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1178	OSLO	Skoleveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1178	OSLO	Smedstusvingen	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1179	OSLO	Frierveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1179	OSLO	Jomfrubråtveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1179	OSLO	Jomfrustien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1181	OSLO	Lille Ekeberg	2	Kjend stadnamn	Nordstrand	301	Oslo	Oslo
1181	OSLO	Aspestien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1181	OSLO	Ballplassveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1181	OSLO	Barnehjemsveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1181	OSLO	Brannfjellveien 1-99, 2-100	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1181	OSLO	Eikeveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1181	OSLO	Ekebergstien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1181	OSLO	Ekebergveien 51-99, 52-98	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1181	OSLO	Enoks vei	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1181	OSLO	Røhrts vei	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1181	OSLO	Stamhusveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1181	OSLO	Suttung-sletta	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1181	OSLO	Valhallveien 71-slutt, 68-slutt	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1181	OSLO	Vårsvingen	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1182	OSLO	Bauneveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1182	OSLO	Benveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1182	OSLO	Brannfjellveien 101-slutt, 102-slutt	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1182	OSLO	Briskeveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1182	OSLO	Dråga	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1182	OSLO	Fiolveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1182	OSLO	Hans C. Gjefles vei	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1182	OSLO	Jonsokveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1182	OSLO	Linneaveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1182	OSLO	Lyngveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1182	OSLO	Olleveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1182	OSLO	Simensbråtveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1182	OSLO	Svaleveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1182	OSLO	Symreveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1182	OSLO	Vardeveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1182	OSLO	Vårveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1182	OSLO	Vestengsvingen	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1182	OSLO	Vestengveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1182	OSLO	Vidjeveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1184	OSLO	Dovresvingen	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1184	OSLO	Libakkfaret	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1184	OSLO	Libakkveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1184	OSLO	Sandstuveien 21-61, 30-60	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1184	OSLO	Tormods vei	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1185	OSLO	Abildsøveien 1-29, 2-28	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1185	OSLO	Frodes vei	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1185	OSLO	Frøydis vei	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1185	OSLO	Gisles vei	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1185	OSLO	Granstuveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1185	OSLO	Håvalds vei	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1185	OSLO	Jotunveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1185	OSLO	Kåres vei	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1185	OSLO	Raschs vei 63-slutt, 68-slutt	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1185	OSLO	Robert Millars vei	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1185	OSLO	Steingrims vei	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1185	OSLO	Steinliveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1185	OSLO	Østerli terrasse	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1185	OSLO	Østerliveien 1-35, 2-38	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
1187	OSLO	Lille Langerud	2	Kjend stadnamn	Østensjø	301	Oslo	Oslo
1187	OSLO	Abildsøfaret	6	Gate-/veg-adresse	Østensjø	301	Oslo	Oslo
1187	OSLO	Abildsøveien 31-slutt, 30-slutt	6	Gate-/veg-adresse	Østensjø	301	Oslo	Oslo
1187	OSLO	Agronomveien	6	Gate-/veg-adresse	Østensjø	301	Oslo	Oslo
1187	OSLO	Enebakkveien 227-289, 224-282	6	Gate-/veg-adresse	Østensjø	301	Oslo	Oslo
1187	OSLO	Grågåsveien	6	Gate-/veg-adresse	Østensjø	301	Oslo	Oslo
1187	OSLO	Haslefetbakken	6	Gate-/veg-adresse	Østensjø	301	Oslo	Oslo
1187	OSLO	Konglerudtoppen	6	Gate-/veg-adresse	Østensjø	301	Oslo	Oslo
1187	OSLO	Lambertseterveien 61-slutt, 56-slutt	6	Gate-/veg-adresse	Østensjø	301	Oslo	Oslo
1187	OSLO	Langerudhaugen	6	Gate-/veg-adresse	Østensjø	301	Oslo	Oslo
1187	OSLO	Langerudsvingen	6	Gate-/veg-adresse	Østensjø	301	Oslo	Oslo
1187	OSLO	Smedbergveien	6	Gate-/veg-adresse	Østensjø	301	Oslo	Oslo
1187	OSLO	Svaneveien	6	Gate-/veg-adresse	Østensjø	301	Oslo	Oslo
1187	OSLO	Østdalsveien	6	Gate-/veg-adresse	Østensjø	301	Oslo	Oslo
1188	OSLO	Enebakkveien 284-334, 291-329	6	Gate-/veg-adresse	Østensjø	301	Oslo	Oslo
1188	OSLO	Gamle Enebakkvei	6	Gate-/veg-adresse	Østensjø	301	Oslo	Oslo
1188	OSLO	Langerudveien	6	Gate-/veg-adresse	Østensjø	301	Oslo	Oslo
1188	OSLO	Løvsetdalen	6	Gate-/veg-adresse	Østensjø	301	Oslo	Oslo
1188	OSLO	Løvsetfaret	6	Gate-/veg-adresse	Østensjø	301	Oslo	Oslo
1188	OSLO	Paal Bergs vei 157-slutt, 40-slutt	6	Gate-/veg-adresse	Østensjø	301	Oslo	Oslo
1188	OSLO	Skullerudskogen	6	Gate-/veg-adresse	Østensjø	301	Oslo	Oslo
1188	OSLO	Skullerudstubben	6	Gate-/veg-adresse	Østensjø	301	Oslo	Oslo
1188	OSLO	Skullerudveien 1-slutt, 2-32	6	Gate-/veg-adresse	Østensjø	301	Oslo	Oslo
1189	OSLO	Skullerudbakken	6	Gate-/veg-adresse	Østensjø	301	Oslo	Oslo
1201	OSLO	Holmlia Postboks 1-99	4	Postboksadresse	Søndre Nordstrand	301	Oslo	Oslo
1202	OSLO	Holmlia Postboks 122-124	4	Postboksadresse	Søndre Nordstrand	301	Oslo	Oslo
1203	OSLO	Holmlia Postboks 130-189	4	Postboksadresse	Søndre Nordstrand	301	Oslo	Oslo
1204	OSLO	Holmlia Postboks 201-289	4	Postboksadresse	Søndre Nordstrand	301	Oslo	Oslo
1205	OSLO	Prinsdal Postboks 1-60	4	Postboksadresse	Søndre Nordstrand	301	Oslo	Oslo
1207	OSLO	Åsbråten Postboks 1-30	4	Postboksadresse	Søndre Nordstrand	301	Oslo	Oslo
1214	OSLO	Bjørndal Postboks 1-30	4	Postboksadresse	Søndre Nordstrand	301	Oslo	Oslo
1215	OSLO	Mortensrud Postboks 1-139	4	Postboksadresse	Søndre Nordstrand	301	Oslo	Oslo
1250	OSLO	Ljansbrukveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1251	OSLO	Åsbråtstien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1251	OSLO	Bertramjordet	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1251	OSLO	Dyretråkket	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1251	OSLO	Grensestien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1251	OSLO	Nordåssløyfa	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1251	OSLO	Nordåsveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1252	OSLO	Holmliaveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1252	OSLO	Holmliveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1252	OSLO	Rosenholmveien 1-23, 2-24	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1253	OSLO	Bjørn Bondes vei	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1253	OSLO	Lusetjernveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1254	OSLO	Gamlelinja	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1254	OSLO	Ravnåsveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1254	OSLO	Ravnkroken	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1255	OSLO	Holmlia Senter vei	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1256	OSLO	Hallagerbakken	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1257	OSLO	Sloreåsen	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1258	OSLO	Asperudåsen	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1258	OSLO	Asperudlia	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1258	OSLO	Asperudtoppen	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1258	OSLO	Asperudveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1258	OSLO	Lerdalstoppen	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1259	OSLO	Holmsåsen	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1259	OSLO	Høgåsveien 21-slutt, 32-slutt	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1259	OSLO	Liakollveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1259	OSLO	Tiriltunga	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1262	OSLO	Berglyveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1262	OSLO	Høgåsveien 1-19, 2-30	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1262	OSLO	Lerdalsgrenda	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1262	OSLO	Prinsdalsfaret	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1262	OSLO	Prinsdalskleiva	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1262	OSLO	Skausnaret	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1262	OSLO	Toppåsveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1263	OSLO	Høydalsveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1263	OSLO	Lerdalsfaret	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1263	OSLO	Lerdalsveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1263	OSLO	Nedre Prinsdals vei 39-slutt, 44-slutt	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1263	OSLO	Prinsdalsbakken	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1263	OSLO	Snøggveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1263	OSLO	Sponstugrenda	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1263	OSLO	Sponstuveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1263	OSLO	Sveavegen	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1263	OSLO	Trygve Strømbergs vei	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1263	OSLO	Øvre Prinsdals vei 43-slutt, 38-slutt	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1266	OSLO	Burud Gård	2	Kjend stadnamn	Søndre Nordstrand	301	Oslo	Oslo
1266	OSLO	Bjørnerudveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1266	OSLO	Hauketoåsen	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1266	OSLO	Hauketosvingen	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1266	OSLO	Hauketotoppen	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1266	OSLO	Hauketoveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1266	OSLO	Ljabruveien 81-189, 80-128	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1266	OSLO	Nebbejordet	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1266	OSLO	Nedre Prinsdals vei 1-37, 2-42	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1266	OSLO	Olaves Hvervens vei	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1266	OSLO	Rugdeberget	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1266	OSLO	Øvre Prinsdals vei 1-41, 2-36	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1270	OSLO	Bjørnefaret	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1270	OSLO	Elgtråkket	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1270	OSLO	Geviret	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1270	OSLO	Grevlinglia	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1270	OSLO	Rådyrlia	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1271	OSLO	Seterbråtveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1271	OSLO	Thorn Dønhaugs vei	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1272	OSLO	Bjørnåsveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1272	OSLO	Mina Beiteplukksvei	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1273	OSLO	Hans Steinpukkers vei	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1273	OSLO	Meklenborglia	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1273	OSLO	Meklenborgveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1273	OSLO	Prestlia	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1273	OSLO	Snipemyrlia	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1273	OSLO	Snipemyrveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1273	OSLO	Tørtbergveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1274	OSLO	Åslandhellinga	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1274	OSLO	Åslandkroken	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1274	OSLO	Åslandveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1274	OSLO	Grantunet	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1274	OSLO	Langteigåsen	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1274	OSLO	Meklenborgåsen	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1274	OSLO	Trollstien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1274	OSLO	Ødegårdsveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1275	OSLO	Beverkollen	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1275	OSLO	Granbergstubben	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1275	OSLO	Nyjordeveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1275	OSLO	Nyjordstubben	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1275	OSLO	Sisikveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1275	OSLO	Slimeveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1277	OSLO	Bjørndal Gård	2	Kjend stadnamn	Søndre Nordstrand	301	Oslo	Oslo
1277	OSLO	Ljabruveien 191-slutt, 130-slutt	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
1278	OSLO	Klemetsrudveien	6	Gate-/veg-adresse	Søndre Nordstrand	301	Oslo	Oslo
